Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
p1k_00734	7481647	6273759	1670	60202	0	0	0	0	0	0	0	0	0	897009	244927	4080	83.85531955731138	7481647.0	7421445.0	99.2	60202.0	0.8	p1k_00734_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7481647.0	0.0	20-50	52.0	22.571026263629808	49.51096075503161	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7486061	2245010	7486061	374303050	884884	370441062	1.0317810661708475			0.5334	0.0247	0.4419
p1k_00735	6643586	5223939	4618	32959	0	0	0	0	0	0	0	0	0	1221379	157042	3649	78.6313144738399	6643586.0	6610627.0	99.5	32959.0	0.5	p1k_00735_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6643586.0	0.0	20-50	52.0	21.239127207064453	49.51419670039644	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6648544	2019530	6648544	332427200	801628	328972081	1.0393610992120983			0.4985	0.0272	0.4743
p1k_00736	8272126	6604808	2289	41445	0	0	0	0	0	0	0	0	0	1413793	205395	4396	79.84414163904177	8272126.0	8230681.0	99.5	41445.0	0.5	p1k_00736_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8272126.0	0.0	20-50	52.0	19.226812787065345	49.51423140798387	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	8278258	2513522	8278258	413912900	988965	409613211	1.0387907697489012			0.5032	0.0261	0.4707
p1k_00737	6166490	4835907	2151	34581	0	0	0	0	0	0	0	0	0	1120593	169840	3418	78.42236020815731	6166490.0	6131909.0	99.44	34581.0	0.56	p1k_00737_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6166490.0	0.0	20-50	52.0	27.68779666605603	49.51589380668744	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6170362	1842704	6170362	308518100	721726	305355322	1.025151522714551			0.5008	0.0391	0.46
p1k_00738	7052451	5779895	2376	39708	0	0	0	0	0	0	0	0	0	1036659	189966	3847	81.95583351093117	7052451.0	7012743.0	99.44	39708.0	0.56	p1k_00738_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7052451.0	0.0	20-50	52.0	24.913184128097253	49.51434898306986	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7056870	2107727	7056870	352843500	834535	349215631	1.0281807656935724			0.5105	0.0252	0.4643
p1k_00739	5696223	4751727	4187	33388	0	0	0	0	0	0	0	0	0	736817	166932	3172	83.41890758139209	5696223.0	5662835.0	99.41	33388.0	0.59	p1k_00739_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5696223.0	0.0	20-50	52.0	26.74952877467322	49.5131710960052	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	5699763	1707670	5699763	284988150	664941	282052748	1.0300084407018326			0.5215	0.0258	0.4527
p1k_00740	4990257	4184235	1092	27995	0	0	0	0	0	0	0	0	0	633450	140666	2819	83.84808638112226	4990257.0	4962262.0	99.44	27995.0	0.56	p1k_00740_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4990257.0	0.0	20-50	52.0	28.440317669165893	49.512659568435055	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	4993389	1490136	4993389	249669450	590388	247093996	1.031545509472625			0.5206	0.025	0.4544
p1k_00741	6409202	5200023	1963	35845	0	0	0	0	0	0	0	0	0	982616	185155	3600	81.13370432075632	6409202.0	6373357.0	99.44	35845.0	0.56	p1k_00741_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6409202.0	0.0	20-50	52.0	25.66620168949297	49.50952864334749	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6413244	1913378	6413244	320662200	795346	317333114	1.038190968564427			0.5139	0.0262	0.4599
p1k_00742	6605059	5344717	3516	36723	0	0	0	0	0	0	0	0	0	1024571	191840	3692	80.91853532269735	6605059.0	6568336.0	99.44	36723.0	0.56	p1k_00742_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6605059.0	0.0	20-50	52.0	25.298682651282636	49.50818425694608	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6609287	1975244	6609287	330464350	826525	327021737	1.0417501918134286			0.5141	0.0267	0.4592
p1k_00743	7493788	5521792	3756	65952	0	0	0	0	0	0	0	0	0	1695868	202666	3754	73.68492409980107	7493788.0	7427836.0	99.12	65952.0	0.88	p1k_00743_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7493788.0	0.0	20-50	52.0	22.230183595984357	49.52030014726864	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	7498035	2215252	7498035	374901750	905181	371111766	1.0109272629428911			0.4672	0.0267	0.5061
p1k_00744	6781492	5298334	2752	31377	0	0	0	0	0	0	0	0	0	1250589	195066	3374	78.12932611289669	6781492.0	6750115.0	99.54	31377.0	0.46	p1k_00744_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6781492.0	0.0	20-50	52.0	19.70860368841042	49.50694625902383	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	6785258	2078281	6785258	339262900	819470	335746796	1.036395078860671			0.4855	0.0314	0.4831
p1k_00745	5800284	4427795	4563	24392	0	0	0	0	0	0	0	0	0	1173550	167068	2916	76.33755519557319	5800284.0	5775892.0	99.58	24392.0	0.42	p1k_00745_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5800284.0	0.0	20-50	51.0	22.242736775097477	49.49599795458291	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	5803902	1787323	5803902	290195100	750471	287106108	1.064453534880499			0.4789	0.0371	0.484
p1k_00746	6498683	4962332	7585	27692	0	0	0	0	0	0	0	0	0	1309463	188264	3347	76.35904074717908	6498683.0	6470991.0	99.57	27692.0	0.43	p1k_00746_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6498683.0	0.0	20-50	52.0	20.81765098336187	49.49937487333972	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6502680	2003315	6502680	325134000	811474	321697562	1.056929758192007			0.4812	0.0351	0.4837
p1k_00747	7582944	6145889	5390	32168	0	0	0	0	0	0	0	0	0	1138776	256682	4039	81.0488512113501	7582944.0	7550776.0	99.58	32168.0	0.42	p1k_00747_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7582944.0	0.0	20-50	52.0	18.948877652304866	49.50088303434656	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	7587510	2316258	7587510	379375500	936694	375381110	1.0528855975148632			0.5288	0.0293	0.442
p1k_00748	7500912	6086285	3976	31332	0	0	0	0	0	0	0	0	0	1123987	251323	4009	81.14059996971035	7500912.0	7469580.0	99.58	31332.0	0.42	p1k_00748_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7500912.0	0.0	20-50	52.0	18.95857749094433	49.50204975075031	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	7505617	2285764	7505617	375280850	932489	371330422	1.0526590951816486			0.5282	0.0284	0.4435
p1k_00749	7248292	5324815	604443	26205	0	0	0	0	0	0	0	0	0	1066479	222794	3556	73.46303101475492	7248292.0	7222087.0	99.64	26205.0	0.36	p1k_00749_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7248292.0	0.0	20-50	52.0	17.48432407433543	49.50872964279033	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	7252488	2177900	7252488	362624400	887748	358871679	1.0348782376475494			0.5727	0.028	0.3992
p1k_00750	7524687	6238313	8750	31637	0	0	0	0	0	0	0	0	0	990688	251214	4085	82.90461782662854	7524687.0	7493050.0	99.58	31637.0	0.42	p1k_00750_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7524687.0	0.0	20-50	52.0	18.92097408149089	49.50444955384855	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	7529214	2268076	7529214	376460700	921225	372524538	1.0455704938125014			0.5502	0.0296	0.4202
p1k_00751	6938692	5759736	12469	33070	0	0	0	0	0	0	0	0	0	894695	234959	3763	83.00895903723642	6938692.0	6905622.0	99.52	33070.0	0.48	p1k_00751_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6938692.0	0.0	20-50	52.0	19.759882020536924	49.49828469112046	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6942856	2119846	6942856	347142800	861906	343470610	1.0578326844169028			0.5511	0.0261	0.4228
p1k_00752	6419695	5156316	5164	30188	0	0	0	0	0	0	0	0	0	1016497	208063	3467	80.3202644362388	6419695.0	6389507.0	99.53	30188.0	0.47	p1k_00752_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6419695.0	0.0	20-50	51.0	20.458412543074285	49.49909318121811	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	6423780	1964767	6423780	321189000	798755	317786192	1.0594410144805706			0.5395	0.03	0.4305
p1k_00753	7789752	6308124	3519	36334	0	0	0	0	0	0	0	0	0	1243073	194698	4004	80.97977958733475	7789752.0	7753418.0	99.53	36334.0	0.47	p1k_00753_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7789752.0	0.0	20-50	51.0	19.919488786551906	49.51058095302649	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	7795367	2375689	7795367	389768350	944325	385698659	1.0441306996835429			0.5163	0.0273	0.4564
p1k_00754	6689378	5121464	4762	32470	0	0	0	0	0	0	0	0	0	1371191	156051	3440	76.5611391671991	6689378.0	6656908.0	99.51	32470.0	0.49	p1k_00754_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6689378.0	0.0	20-50	51.0	21.034081251676238	49.50519868962406	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6694245	2071287	6694245	334712250	823867	331179394	1.0554904996754677			0.4949	0.032	0.4731
p1k_00755	6966748	5687829	4497	31260	0	0	0	0	0	0	0	0	0	1036746	203001	3415	81.64252532171395	6966748.0	6935488.0	99.55	31260.0	0.45	p1k_00755_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6966748.0	0.0	20-50	51.0	20.182046819459188	49.51279564008918	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6972065	2099841	6972065	348603250	855928	344965044	1.0436523469015275			0.5333	0.0278	0.4389
p1k_00756	7244839	5915546	6374	31063	0	0	0	0	0	0	0	0	0	1075750	212468	3638	81.65186279501864	7244839.0	7213776.0	99.57	31063.0	0.43	p1k_00756_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7244839.0	0.0	20-50	51.0	19.8979028621872	49.51117423037282	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7250550	2191995	7250550	362527500	899793	358723933	1.0491802690830352			0.5327	0.0302	0.4371
p1k_00757	7487971	6114461	7857	31666	0	0	0	0	0	0	0	0	0	1111042	219171	3774	81.65711378956996	7487971.0	7456305.0	99.58	31666.0	0.42	p1k_00757_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7487971.0	0.0	20-50	51.0	19.10887088980316	49.5120431155516	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7493688	2267600	7493688	374684400	917796	370768548	1.0451067618507737			0.5373	0.0269	0.4358
p1k_00758	7163790	5727610	6210	32954	0	0	0	0	0	0	0	0	0	1186137	207426	3453	79.95223198893324	7163790.0	7130836.0	99.54	32954.0	0.46	p1k_00758_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7163790.0	0.0	20-50	52.0	20.40141084724921	49.5140230241255	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7169318	2149604	7169318	358465900	878402	354731150	1.0418703703755363			0.5308	0.0308	0.4384
p1k_00759	8249479	6698006	13829	36002	0	0	0	0	0	0	0	0	0	1264069	233516	4057	81.193078981109	8249479.0	8213477.0	99.56	36002.0	0.44	p1k_00759_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8249479.0	0.0	20-50	52.0	18.671009054112115	49.514642318624	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8255618	2487492	8255618	412780900	990409	408495521	1.0381727933632587			0.5299	0.0284	0.4417
p1k_00760	8264158	6646178	104100	35694	0	0	0	0	0	0	0	0	0	1253032	221217	3937	80.42171991387387	8264158.0	8228464.0	99.57	35694.0	0.43	p1k_00760_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8264158.0	0.0	20-50	52.0	18.70857640895796	49.5152961741535	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8270554	2484157	8270554	413527700	1007323	409229223	1.0394653127227027			0.5354	0.0283	0.4364
p1k_00761	7951540	5324182	4126	41615	0	0	0	0	0	0	0	0	0	2383558	194142	3917	66.95787231152708	7951540.0	7909925.0	99.48	41615.0	0.52	p1k_00761_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7951540.0	0.0	20-50	52.0	21.42522621235048	49.51532093154282	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	7956333	2416509	7956333	397816650	959653	393743294	1.0239279829036818			0.4526	0.0214	0.526
p1k_00762	6714013	3962978	12871	31558	0	0	0	0	0	0	0	0	0	2541645	161332	3629	59.025474034679405	6714013.0	6682455.0	99.53	31558.0	0.47	p1k_00762_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6714013.0	0.0	20-50	52.0	23.55085621689749	49.51495223497482	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	6717906	2068260	6717906	335895300	814478	332459771	1.0227975800792688			0.4245	0.0353	0.5402
p1k_00763	6539426	5135049	3189	26148	0	0	0	0	0	0	0	0	0	1173141	198485	3414	78.52446070954852	6539426.0	6513278.0	99.6	26148.0	0.4	p1k_00763_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6539426.0	0.0	20-50	52.0	21.2267559521208	49.49816681158254	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6543526	2024395	6543526	327176300	823828	323706834	1.0604270541600966			0.5047	0.0315	0.4639
p1k_00764	6566552	5238928	15964	27427	0	0	0	0	0	0	0	0	0	1081139	199500	3594	79.78202258963304	6566552.0	6539125.0	99.58	27427.0	0.42	p1k_00764_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6566552.0	0.0	20-50	52.0	21.66280095793994	49.50067006246201	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6570653	2021198	6570653	328532650	818742	325065778	1.0552595000831728			0.5131	0.0295	0.4574
p1k_00765	6796408	5349144	2201	27949	0	0	0	0	0	0	0	0	0	1209791	204003	3320	78.70545735335489	6796408.0	6768459.0	99.59	27949.0	0.41	p1k_00765_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6796408.0	0.0	20-50	52.0	20.541074529892622	49.49385616637495	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6800809	2129686	6800809	340040450	862703	336398889	1.070919944965371			0.502	0.0293	0.4686
p1k_00766	5343604	4150484	1181	29078	0	0	0	0	0	0	0	0	0	1010505	149858	2498	77.67199814956348	5343604.0	5314526.0	99.46	29078.0	0.54	p1k_00766_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5343604.0	0.0	20-50	52.0	26.73911162648242	49.51540570745886	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	5346796	1610616	5346796	267339800	611141	264603654	1.0234712526903964			0.5036	0.0282	0.4683
p1k_00767	6903037	4937377	228228	38190	0	0	0	0	0	0	0	0	0	1510330	185456	3456	71.52470716874326	6903037.0	6864847.0	99.45	38190.0	0.55	p1k_00767_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6903037.0	0.0	20-50	52.0	25.698523772190534	49.519657652131954	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6907397	2058158	6907397	345369850	805878	341853829	1.018045147832099			0.4951	0.0406	0.4642
p1k_00768	4643631	3366710	3361	26246	0	0	0	0	0	0	0	0	0	1120058	124807	2449	72.50166949096514	4643631.0	4617385.0	99.43	26246.0	0.57	p1k_00768_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4643631.0	0.0	20-50	52.0	27.568652005317208	49.5161271427467	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	4646403	1386824	4646403	232320150	556759	229945812	1.0220112202923424			0.4723	0.0279	0.4997
p1k_00769	7006618	5476381	3091	40826	0	0	0	0	0	0	0	0	0	1289771	192736	3813	78.16011947561576	7006618.0	6965792.0	99.42	40826.0	0.58	p1k_00769_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7006618.0	0.0	20-50	52.0	25.681178396797	49.51944504467063	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7010995	2083822	7010995	350549750	814825	346981583	1.017877490998068			0.5022	0.0272	0.4706
p1k_00770	6561361	5177511	3750	37424	0	0	0	0	0	0	0	0	0	1159169	179934	3573	78.90910132821529	6561361.0	6523937.0	99.43	37424.0	0.57	p1k_00770_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6561361.0	0.0	20-50	52.0	26.23385684668028	49.51794208549111	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6565338	1949830	6565338	328266900	766506	324921001	1.0192617653500855			0.5007	0.0283	0.471
p1k_00771	9929533	8546846	810	79121	0	0	0	0	0	0	0	0	0	917082	381963	3711	86.07500473587227	9929533.0	9850412.0	99.2	79121.0	0.8	p1k_00771_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9929533.0	0.0	20-75	51.0	23.58909508909976	73.76508925444932	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9929598	2819054	9929598	744719850	1192156	739707133	0.6731010325560679			0.5528	0.02	0.4272
p1k_00772	8226250	7127602	654	63742	0	0	0	0	0	0	0	0	0	721783	309459	3010	86.6446072025528	8226250.0	8162508.0	99.23	63742.0	0.77	p1k_00772_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8226250.0	0.0	20-75	51.0	25.50995835280504	73.76537547485185	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8226314	2337537	8226314	616973550	979477	612823894	0.6725824794271975			0.557	0.0171	0.4258
p1k_00773	7420545	6260001	929	59025	0	0	0	0	0	0	0	0	0	849112	248412	3066	84.36039401418628	7420545.0	7361520.0	99.2	59025.0	0.8	p1k_00773_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7420545.0	0.0	20-75	51.0	28.25059765882976	73.76483263695592	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7420598	2133321	7420598	556544850	906708	552760590	0.6799559819842013			0.5216	0.0235	0.4549
p1k_00774	7288329	6071365	1021	59515	0	0	0	0	0	0	0	0	0	913667	239615	3146	83.30256496379349	7288329.0	7228814.0	99.18	59515.0	0.82	p1k_00774_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7288329.0	0.0	20-75	51.0	28.63845771681089	73.7653939606733	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7288373	2101420	7288373	546627975	875515	542917049	0.67887597593226			0.5134	0.0266	0.46
p1k_00775	9943924	8533410	1017	78992	0	0	0	0	0	0	0	0	0	960215	366360	3930	85.81531797708833	9943924.0	9864932.0	99.21	78992.0	0.79	p1k_00775_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9943924.0	0.0	20-75	51.0	23.72069560762994	73.76560943144779	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9943985	2831362	9943985	745798875	1181876	740782606	0.6726034549193977			0.5448	0.0214	0.4338
p1k_00776	9764178	8450700	661	78147	0	0	0	0	0	0	0	0	0	870667	360269	3734	86.54799205831766	9764178.0	9686031.0	99.2	78147.0	0.8	p1k_00776_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9764178.0	0.0	20-75	51.0	24.35908762723668	73.7638826330286	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9764231	2773282	9764231	732317325	1192194	727368431	0.6757854595342258			0.5479	0.0173	0.4348
p1k_00777	6772427	5733844	619	59066	0	0	0	0	0	0	0	0	0	738552	237447	2899	84.66453754318799	6772427.0	6713361.0	99.13	59066.0	0.87	p1k_00777_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6772427.0	0.0	20-75	51.0	30.628303703398466	73.75051602623402	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6772471	1944559	6772471	507935325	945711	504359763	0.7039404081612163			0.5412	0.0217	0.4371
p1k_00778	7641225	6518756	821	57325	0	0	0	0	0	0	0	0	0	814346	247068	2909	85.3103527248576	7641225.0	7583900.0	99.25	57325.0	0.75	p1k_00778_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7641225.0	0.0	20-75	51.0	25.74100369858783	73.76544127414125	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7641279	2193026	7641279	573095925	908847	569220419	0.6762403693587596			0.5404	0.0175	0.442
p1k_00779	9532633	7770673	2109	79123	0	0	0	0	0	0	0	0	0	1329041	347770	3917	81.51654427480844	9532633.0	9453510.0	99.17	79123.0	0.83	p1k_00779_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9532633.0	0.0	20-75	51.0	24.459356566436604	73.77089477796953	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9532699	2698593	9532699	714952425	1118581	710201543	0.6645032360020319			0.5034	0.0213	0.4753
p1k_00780	8474494	7100082	1313	68743	0	0	0	0	0	0	0	0	0	989659	311127	3570	83.78178095352949	8474494.0	8405751.0	99.19	68743.0	0.81	p1k_00780_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8474494.0	0.0	20-75	51.0	25.106440589469493	73.76919801937437	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8474550	2403165	8474550	635591250	987805	631358844	0.6659006082918857			0.5155	0.0201	0.4644
p1k_00781	10901356	8771700	2224	91943	0	0	0	0	0	0	0	0	0	1659821	369839	5829	80.46430187217076	10901356.0	10809413.0	99.16	91943.0	0.84	p1k_00781_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10901356.0	0.0	20-75	51.0	24.24995867882612	73.76726436601098	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	10901484	3135439	10901484	817611300	1322205	812076587	0.6769369503577066			0.4861	0.0252	0.4887
p1k_00782	8913831	7356922	1401	70684	0	0	0	0	0	0	0	0	0	1187955	292396	4473	82.53378373451325	8913831.0	8843147.0	99.21	70684.0	0.79	p1k_00782_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8913831.0	0.0	20-75	51.0	25.404068187527823	73.76924893460512	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8913907	2548777	8913907	668543025	1057660	664059241	0.670679946141088			0.4922	0.0211	0.4868
p1k_00783	10612242	9155656	1095	83871	0	0	0	0	0	0	0	0	0	973393	394318	3909	86.27447432879876	10612242.0	10528371.0	99.21	83871.0	0.79	p1k_00783_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10612242.0	0.0	20-75	51.0	22.991133820640304	73.76753187497985	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	10612293	3023218	10612293	795921975	1232822	790595760	0.6691880821609429			0.5554	0.0205	0.424
p1k_00784	9123827	7863962	740	72093	0	0	0	0	0	0	0	0	0	839341	344246	3445	86.191485217771	9123827.0	9051734.0	99.21	72093.0	0.79	p1k_00784_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9123827.0	0.0	20-75	51.0	24.882804452819464	73.76403936637554	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9123883	2597088	9123883	684291225	1111767	679662435	0.6764356798525365			0.5532	0.0169	0.43
p1k_00785	8464307	7145914	1122	68784	0	0	0	0	0	0	0	0	0	964903	279973	3611	84.42408811495142	8464307.0	8395523.0	99.19	68784.0	0.81	p1k_00785_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8464307.0	0.0	20-75	51.0	27.2638728648609	73.76377439995974	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8464378	2430956	8464378	634828350	1027281	630515482	0.6793754563733646			0.5487	0.0246	0.4267
